date,data
01,1520.0 
02,1508.5
03,1111.5
04,921.5
05,1505.5
06,1583.0
07,1519.5
08,1574.5
09,1506.0
10,1117.0
11,967.0
12,1470.0
13,1472.0
14,1501.0
15,1535.5
16,1467.5
17,1127.0
18,893.0
19,1344.0
20,1496.5
21,1368.5
22,1558.0
23,1511.0
24,1119.0
25,993.0
26,1492.5
27,1440.5
28,1422.5
29,1430.5
30,1463.0 
