date,data
1,300.625
2,298.125
3,226.0
4,192.5
5,321.375
6,314.375
7,316.125
8,331.125
9,311.875
10,221.25
11,199.375
12,317.5
13,306.375
14,322.0
15,329.125
16,323.75
17,219.75
18,181.375
19,286.75
20,308.5
21,315.625
22,316.625
23,319.375
24,227.0
25,184.375
26,305.0
27,312.875
28,300.75
29,298.125
30,310.125
