OriginName,DestinationName,RecordedAtTime,VehicleLocation_Latitude,VehicleLocation_Longitude
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:04:14,40.665606,-73.735073
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:04:12,40.673692,-73.732073
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:04:12,40.679558,-73.751177
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:03:56,40.681593,-73.765645
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:04:01,40.697667,-73.785321
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:14:02,40.687214,-73.775253
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:13:46,40.673621,-73.733935
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:14:17,40.70179,-73.802469
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:13:58,40.677701,-73.745291
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:14:11,40.683794,-73.769916
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:24:05,40.680052,-73.755778
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:24:25,40.665605,-73.734966
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:24:12,40.698574,-73.787244
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:24:06,40.665579,-73.729843
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:24:14,40.679811,-73.751922
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:34:37,40.673612,-73.733898
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:34:46,40.682915,-73.7683
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:35:00,40.674108,-73.728041
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:44:59,40.677729,-73.745373
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 15:54:33,40.674111,-73.72815
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 20:44:52,40.702338,-73.80047
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 20:55:02,40.696051,-73.782923
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:05:06,40.678876,-73.759323
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:04:57,40.704376,-73.792979
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:15:13,40.675494,-73.738787
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:15:04,40.70442,-73.792857
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:14:51,40.688153,-73.776487
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:25:17,40.665605,-73.734988
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:25:08,40.683794,-73.769916
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:24:55,40.687981,-73.776292
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:24:54,40.680182,-73.755049
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:34:53,40.704347,-73.79306
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:34:41,40.677845,-73.745715
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:34:36,40.677871,-73.745793
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:34:45,40.702664,-73.798852
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:34:28,40.674552,-73.736258
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:45:11,40.702729,-73.79855
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:45:11,40.702729,-73.79855
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:44:53,40.697363,-73.784721
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:45:01,40.691905,-73.779482
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:45:19,40.665608,-73.735263
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:45:23,40.690848,-73.77869
TEARDROP/LAYOVER,ROSEDALE LIRR STA via MERRICK,2017-06-01 21:54:42,40.688477,-73.776822
