day,data
1,1045
2,990
3,1053
4,878
5,1063
6,1081
7,1086
8,1006
9,1018
10,1036
11,913
12,1062
13,1031
14,1076
15,1013
16,1104
17,1080
18,897
19,1021
20,1068
21,1053
22,1038
23,1025
24,1128
25,881
26,1061
27,988
28,1027
29,873
30,1005
