day,data
1,1048
2,930
3,877
4,704
5,1022
6,1010
7,1043
8,1093
9,1057
10,920
11,765
12,1066
13,1014
14,997
15,1095
16,1082
17,955
18,759
19,1008
20,1029
21,1069
22,1061
23,1079
24,892
25,794
26,1054
27,946
28,1048
29,1031
30,1067
