day,data
1,1006
2,957
3,763
4,768
5,995
6,1007
7,1026
8,994
9,976
10,775
11,793
12,955
13,936
14,940
15,949
16,1014
17,731
18,714
19,966
20,983
21,984
22,960
23,1009
24,718
25,750
26,938
27,970
28,960
29,991
30,952
