day,data
1,646
2,673
3,571
4,487
5,677
6,664
7,673
8,637
9,641
10,518
11,485
12,674
13,652
14,659
15,653
16,666
17,566
18,465
19,672
20,663
21,680
22,658
23,668
24,580
25,433
26,639
27,607
28,632
29,647
30,660
