OriginName,DestinationName,RecordedAtTime,VehicleLocation.Latitude,VehicleLocation.Longitude
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:13:20,40.648622,-74.020676
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:13:14,40.625695,-73.956708
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:24:15,40.647262,-74.018831
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:24:15,40.647262,-74.018831
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:24:14,40.637615,-73.996403
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:24:17,40.624801,-73.96485
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:24:10,40.633642,-73.950987
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:24:22,40.627745,-73.976602
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:24:22,40.627745,-73.976602
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:34:11,40.645686,-74.023449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:34:13,40.64692,-74.011818
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:34:13,40.62801,-73.977449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:34:17,40.624786,-73.964979
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:33:58,40.632271,-73.947077
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:33:56,40.636475,-73.994532
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:33:56,40.636475,-73.994532
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:44:09,40.633642,-73.950984
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:44:18,40.645686,-74.02345
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:44:08,40.636042,-73.993805
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:44:23,40.629247,-73.979524
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:44:21,40.632047,-73.946841
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:44:08,40.625517,-73.958312
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:44:27,40.644849,-74.008383
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:44:27,40.644849,-74.008383
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:19,40.625697,-73.956692
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:15,40.632082,-73.946878
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:19,40.645686,-74.02345
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:16,40.642888,-74.005133
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:29,40.634216,-73.990781
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:24,40.634503,-73.949449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:10,40.626718,-73.969599
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:27,40.645078,-74.017825
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 07:53:27,40.645078,-74.017825
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:04:05,40.626181,-73.974457
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:04:22,40.633436,-73.952902
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:04:17,40.632099,-73.946896
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:04:10,40.644616,-74.017057
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:04:08,40.641893,-74.003486
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:03:59,40.625524,-73.958254
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:04:27,40.631972,-73.98706
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:04:08,40.645686,-74.023449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:09,40.6285,-73.980807
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:20,40.624796,-73.964893
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:23,40.633093,-73.952912
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:20,40.632288,-73.947096
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:16,40.643856,-74.015414
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:21,40.63203,-73.946823
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:00,40.632116,-73.946914
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:06,40.626058,-73.975593
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:14:01,40.641012,-74.002027
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:23:44,40.636705,-73.994916
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:23:29,40.628055,-73.977352
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:23:54,40.624796,-73.964893
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:23:44,40.625451,-73.958919
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:23:48,40.645686,-74.023449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:23:37,40.634503,-73.949449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:23:40,40.636042,-73.993805
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:23:37,40.64587,-74.010076
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:20,40.632116,-73.946914
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:21,40.646865,-74.011726
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:07,40.632578,-73.988065
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:31,40.628181,-73.977765
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:06,40.626009,-73.976036
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:23,40.645686,-74.023449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:05,40.633778,-73.950637
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:09,40.625408,-73.959317
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:15,40.646165,-74.010565
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:34:14,40.645096,-74.017855
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:26,40.625891,-73.954919
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:25,40.647149,-74.022533
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:10,40.640522,-74.001217
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:05,40.634972,-73.992034
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:05,40.629199,-73.980109
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:10,40.624793,-73.964922
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:13,40.62651,-73.971506
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:18,40.648415,-74.020333
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:19,40.632237,-73.947041
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:20,40.645686,-74.02345
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:44:10,40.633436,-73.952902
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:31,40.626621,-73.970456
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:13,40.646681,-74.011421
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:08,40.642467,-74.004437
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:32,40.636499,-73.994572
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:32,40.628493,-73.981303
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:22,40.630935,-73.985339
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:20,40.645742,-74.023543
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:22,40.628435,-73.952027
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 08:54:13,40.625234,-73.960879
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:03,40.628551,-73.981399
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:33,40.62826,-73.951994
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:16,40.63227,-73.947076
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:16,40.63227,-73.947076
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:28,40.632052,-73.946846
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:16,40.648734,-74.020862
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:25,40.644429,-74.007687
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:08,40.63686,-73.99517
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:26,40.639576,-73.99965
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:25,40.645742,-74.023543
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:27,40.624844,-73.964463
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:04:21,40.626632,-73.976375
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:35,40.637764,-73.996648
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:11,40.632143,-73.946942
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:11,40.626688,-73.969863
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:19,40.626438,-73.951651
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:19,40.626438,-73.951651
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:28,40.632506,-73.947326
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:19,40.646199,-74.019682
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:41,40.645856,-74.010053
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:27,40.646663,-74.01139
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:27,40.628176,-73.976668
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:13:23,40.629477,-73.982928
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:09,40.646736,-74.011512
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:24,40.633613,-73.951243
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:27,40.634956,-73.992007
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:24,40.626499,-73.971617
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:24,40.626499,-73.971617
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:05,40.625415,-73.959252
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:20,40.646199,-74.019682
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:34,40.636206,-73.994076
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:23,40.632198,-73.947
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:24:35,40.63935,-73.999276
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:10,40.648641,-74.020707
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:32,40.62524,-73.960824
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:36,40.639802,-74.000024
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:30,40.630513,-73.984642
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:30,40.630513,-73.984642
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:09,40.625998,-73.976128
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:14,40.632722,-73.952841
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:28,40.648565,-74.020583
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:06,40.642916,-74.00518
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:27,40.625425,-73.959161
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:34:09,40.646847,-74.011696
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:07,40.626038,-73.975771
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:14,40.646976,-74.011911
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:10,40.63876,-73.998299
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:10,40.63876,-73.998299
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:14,40.635016,-73.992107
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:30,40.625056,-73.962522
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:25,40.632234,-73.947038
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:33,40.645686,-74.023449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:09,40.634291,-73.949799
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:21,40.648731,-74.020889
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:32,40.626512,-73.971487
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:44:17,40.647172,-74.022509
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:53:45,40.63604,-73.993802
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:53:49,40.645686,-74.023449
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:53:43,40.644504,-74.014739
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:53:43,40.644504,-74.014739
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:53:42,40.643408,-74.005996
FLATBUSH AV/E 31 ST,SUNSET PARK 1 AV - 58 ST,2017-06-01 09:53:50,40.6282,-73.976671
