OriginName,DestinationName,RecordedAtTime,VehicleLocation_Latitude,VehicleLocation_Longitude
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:44:09,40.634275,-73.962667
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:44:15,40.624097,-73.985189
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:44:25,40.608478,-74.001135
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:44:23,40.648809,-73.917426
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:44:12,40.61363,-74.030418
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:44:02,40.656065,-73.907254
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:53:07,40.639955,-73.951322
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:53:19,40.631979,-73.974556
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:53:25,40.616542,-73.992795
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:53:29,40.65661,-73.914045
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 07:53:15,40.61363,-74.030418
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:04:26,40.641858,-73.933827
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:04:24,40.635295,-73.960545
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:04:00,40.628406,-73.980901
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:04:25,40.613665,-74.030388
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:04:23,40.60871,-74.023684
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:14:08,40.646799,-73.922047
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:14:28,40.641026,-73.947201
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:14:13,40.61635,-74.02633
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:14:03,40.635175,-73.967793
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:14:24,40.603816,-74.006246
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:23:46,40.656435,-73.914315
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:23:30,40.642372,-73.925511
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:23:45,40.605716,-74.013337
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:23:39,40.635875,-73.959339
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:34:01,40.614822,-74.02326
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:34:04,40.654782,-73.916874
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:34:24,40.607182,-74.00274
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:34:11,40.641168,-73.944958
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:34:27,40.616516,-74.026667
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:44:29,40.616921,-74.027543
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:44:03,40.602867,-74.007889
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:44:06,40.656065,-73.907254
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:44:29,40.61532,-73.994031
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:44:16,40.642353,-73.925834
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:44:30,40.602963,-74.00807
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:05,40.606727,-74.015279
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:05,40.612391,-73.996994
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:02,40.624079,-73.985207
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:21,40.653887,-73.918254
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:06,40.613544,-73.995826
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:07,40.616099,-74.031046
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:09,40.616769,-74.027699
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:22,40.613215,-74.030773
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 08:54:11,40.636326,-73.958399
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:04:15,40.608511,-74.001092
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:04:19,40.629489,-73.979808
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:04:08,40.632899,-73.972606
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:04:07,40.624455,-73.984832
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:04:22,40.616769,-74.027171
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:04:12,40.606457,-74.01476
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:04:10,40.641157,-73.945133
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:13:19,40.615463,-73.993885
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:13:18,40.632498,-73.966365
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:13:11,40.634357,-73.962498
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:13:38,40.631602,-73.975355
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:13:37,40.606999,-74.015795
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:13:14,40.609133,-74.000326
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:13:33,40.642937,-73.925265
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:24:05,40.627632,-73.981671
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:24:19,40.641114,-73.945829
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:24:16,40.638423,-73.951214
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:24:18,40.633952,-73.963344
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:24:10,40.611445,-74.024082
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:24:24,40.619652,-73.989655
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:34:12,40.633107,-73.965098
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:34:23,40.642362,-73.925688
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:34:30,40.641935,-73.932502
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:34:24,40.640899,-73.94925
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:34:17,40.602758,-74.007678
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:34:17,40.613576,-73.995794
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:34:30,40.631633,-73.975289
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:34:12,40.608673,-74.023671
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:11,40.640891,-73.949366
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:26,40.65563,-73.91556
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:35,40.652231,-73.919338
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:27,40.641992,-73.931623
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:11,40.611305,-73.998089
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:29,40.626435,-73.982861
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:33,40.63514,-73.960865
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:18,40.607054,-74.002879
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:44:20,40.616261,-74.028159
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:53:57,40.642323,-73.926313
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:54:11,40.616181,-74.025995
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:54:03,40.652149,-73.919246
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:54:05,40.620043,-73.989252
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:53:54,40.635139,-73.967878
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:54:06,40.641043,-73.946932
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:53:52,40.610405,-73.998998
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 09:53:51,40.607159,-74.016098
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:36,40.653749,-73.918465
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:22,40.614717,-74.029485
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:50,40.603949,-74.009952
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:34,40.656147,-73.908149
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:30,40.631074,-73.976472
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:30,40.640779,-73.951222
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:42,40.646762,-73.922652
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:26,40.619069,-73.990244
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:03:44,40.607376,-74.002496
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:29,40.603743,-74.009559
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:27,40.610064,-73.999341
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:14,40.656147,-73.908149
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:23,40.633517,-73.964248
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:18,40.642148,-73.929127
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:20,40.656325,-73.913264
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:38,40.632841,-73.972729
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:29,40.6161,-74.031046
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:14:21,40.619703,-73.989604
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:24:36,40.609707,-73.9997
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:24:11,40.619214,-73.990097
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:24:22,40.640787,-73.951092
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:24:34,40.652422,-73.919551
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:24:29,40.656194,-73.907824
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:24:20,40.634349,-73.962513
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:24:17,40.608673,-74.023671
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:24:25,40.632728,-73.972967
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:34:14,40.611738,-74.023962
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:34:09,40.617676,-73.991657
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:34:16,40.631096,-73.976424
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:33:48,40.641691,-73.936493
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:34:13,40.656102,-73.907263
4 AV/95 ST,BROWNSVILLE ROCKAWAY AV,2017-06-01 10:33:54,40.64093,-73.948747
