day,data
1,449
2,484
3,370
4,321
5,469
6,467
7,468
8,445
9,449
10,386
11,336
12,414
13,452
14,501
15,455
16,462
17,397
18,325
19,442
20,472
21,452
22,480
23,465
24,394
25,331
26,465
27,474
28,474
29,439
30,448
